customer_id,first_name,last_name,gender,date_of_birth,email,phone_number,city,state,region,postal_code,join_date,membership_tier,acquisition_channel,preferred_channel,customer_status,loyalty_points,annual_income,household_size
615,Manthan,Bedi,Male,1999-07-01,manthan.bedi367@gmail.com,2371301852,Hyderabad,Telangana,South,265467,2022-09-21,Silver,App Install,Store,Active,910,1471912,7
616,Jalsa,Sem,Female,1966-10-12,jalsa.sem628@gmail.com,+919610278549,Lucknow,Uttar Pradesh,North,948561,2024-04-10,Silver,Meta Ads,Online,Active,1816,624943,1
617,Anamika,Gupta,Female,2001-12-25,anamika.gupta905@gmail.com,2272241054,Lucknow,Uttar Pradesh,North,543795,2023-11-27,Bronze,Referral,Both,Active,232,966484,2
618,Dhriti,Parmer,Female,2006-01-09,dhriti.parmer164@gmail.com,8329660120,Mumbai,Maharashtra,West,534374,2022-10-13,Bronze,Meta Ads,Store,Active,150,1790898,3
619,Jack,Bali,Male,1957-08-20,jack.bali315@gmail.com,+915899085539,Jaipur,Rajasthan,North,389183,2022-10-07,Bronze,Meta Ads,Store,Active,217,1221718,1
620,Wazir,Dutta,Male,2008-04-21,wazir.dutta190@gmail.com,+918018928752,Pune,Maharashtra,West,690315,2025-01-05,Bronze,App Install,Both,Active,63,427327,4
621,Shravya,Ahluwalia,Female,1990-08-30,shravya.ahluwalia996@gmail.com,03442350534,Kolkata,West Bengal,East,821995,2026-03-16,Silver,App Install,Store,Active,648,2304566,7
622,Kala,Deol,Female,1993-12-06,kala.deol264@gmail.com,02748685485,Pune,Maharashtra,West,385002,2023-10-10,Bronze,Organic Search,Store,Active,126,2347489,2
623,Chaitaly,Vora,Female,1972-08-04,chaitaly.vora339@gmail.com,+919227644166,Bengaluru,Karnataka,South,906223,2024-01-18,Silver,Organic Search,Online,Active,699,2471588,5
624,Jacob,Vala,Male,1975-06-19,jacob.vala272@gmail.com,+910791476489,Jaipur,Rajasthan,North,600633,2024-12-24,Silver,Google Ads,Both,Active,1230,1015768,1
625,Charvi,Sunder,Female,1956-08-24,charvi.sunder553@gmail.com,2644974885,Bengaluru,Karnataka,South,893728,2026-06-27,Platinum,Google Ads,Both,Active,14828,764452,3
626,Yadavi,Taneja,Female,1956-09-24,yadavi.taneja148@gmail.com,+915706542752,Pune,Maharashtra,West,345227,2025-09-16,Silver,Meta Ads,Store,Inactive,1406,1011773,7
627,Avi,Hayer,Male,2004-10-29,avi.hayer137@gmail.com,+911264040956,Hyderabad,Telangana,South,473490,2021-10-19,Bronze,Organic Search,Both,Active,250,499678,1
628,Irya,Sani,Female,1979-04-24,irya.sani973@gmail.com,+918466794192,Hyderabad,Telangana,South,218073,2024-08-27,Bronze,Organic Search,Store,Active,466,2304000,2
629,Praneel,Desai,Male,1971-08-01,praneel.desai130@gmail.com,2775203991,Ahmedabad,Gujarat,West,017730,2025-09-22,Bronze,Referral,Store,Active,203,1273747,5
630,Radha,Kulkarni,Female,1996-11-13,radha.kulkarni952@gmail.com,8273284764,Mumbai,Maharashtra,West,754452,2022-04-25,Silver,Organic Search,Both,Active,1222,1375766,1
631,Andrew,Din,Male,1956-03-23,andrew.din370@gmail.com,+911353198296,Lucknow,Uttar Pradesh,North,965010,2022-03-06,Bronze,Email,Store,Active,185,2419227,4
632,Frederick,Narasimhan,Male,1963-04-15,frederick.narasimhan758@gmail.com,02281446349,Bengaluru,Karnataka,South,535120,2024-02-09,Bronze,Email,Store,Active,465,1248796,3
633,Ishwar,Sachar,Male,1979-02-17,ishwar.sachar751@gmail.com,+914439250309,Jaipur,Rajasthan,North,280041,2022-11-11,Bronze,Referral,Online,Active,441,348107,4
634,Tristan,Madan,Male,1994-02-27,tristan.madan189@gmail.com,+913717664166,Hyderabad,Telangana,South,040918,2026-06-29,Bronze,App Install,Both,Active,27,500307,2
635,Siddharth,Chokshi,Male,1961-03-31,siddharth.chokshi393@gmail.com,+917768678798,Bengaluru,Karnataka,South,115079,2026-03-03,Bronze,Referral,Online,Active,426,1272110,1
636,Ranbir,Guha,Male,1999-02-11,ranbir.guha901@gmail.com,5219168692,Lucknow,Uttar Pradesh,North,071052,2023-01-18,Silver,Organic Search,Both,Active,1617,1895816,3
637,Tarak,Lad,Male,2000-03-09,tarak.lad390@gmail.com,6233496317,Mumbai,Maharashtra,West,706229,2022-12-17,Bronze,App Install,Store,Active,199,394668,2
638,Ridhi,Chand,Female,1979-08-17,ridhi.chand429@gmail.com,02285024942,Hyderabad,Telangana,South,191750,2023-05-30,Bronze,Google Ads,Both,Active,470,249557,5
639,Abeer,Nath,Male,1964-03-21,abeer.nath808@gmail.com,01114613467,Bengaluru,Karnataka,South,121007,2022-12-19,Silver,Meta Ads,Online,Active,1644,1927588,1
640,Jagrati,Deshmukh,Female,1985-06-07,jagrati.deshmukh291@gmail.com,09051190271,Bengaluru,Karnataka,South,732414,2022-01-03,Platinum,Email,Store,Active,19814,348898,3
641,Ucchal,Chada,Female,1976-10-26,ucchal.chada372@gmail.com,9419268585,Delhi,Delhi,North,848936,2026-03-04,Bronze,Referral,Online,Active,255,1706869,6
642,Nisha,Ratti,Female,1996-05-22,nisha.ratti381@gmail.com,+910495071422,Ahmedabad,Gujarat,West,358765,2022-02-14,Bronze,Google Ads,Both,Active,493,1167666,7
643,Madhav,Gandhi,Male,2003-03-23,madhav.gandhi991@gmail.com,02658297631,Chennai,Tamil Nadu,South,114700,2022-05-26,Bronze,Meta Ads,Store,Active,263,384547,6
644,Vrishti,Bhat,Female,1976-12-24,vrishti.bhat313@gmail.com,00716618210,Hyderabad,Telangana,South,978641,2024-08-03,Silver,App Install,Both,Active,896,432671,5
645,Chameli,Mangat,Female,1964-10-23,chameli.mangat650@gmail.com,00993767522,Pune,Maharashtra,West,110112,2025-07-31,Bronze,Organic Search,Online,Active,33,767365,7
646,Tanvi,Loyal,Female,1982-10-10,tanvi.loyal381@gmail.com,08204461546,Hyderabad,Telangana,South,791941,2024-11-22,Bronze,Meta Ads,Online,Active,24,2271230,3
647,Zaid,Gara,Male,2000-03-23,zaid.gara488@gmail.com,06450773268,Jaipur,Rajasthan,North,819959,2025-06-15,Silver,Email,Online,Active,1061,1468400,3
648,Rishi,Kala,Male,1960-10-23,rishi.kala595@gmail.com,+912605956912,Bengaluru,Karnataka,South,738352,2023-03-07,Silver,Email,Both,Active,1199,1803817,4
649,Om,Mangat,Male,1960-01-14,om.mangat763@gmail.com,8559947127,Bengaluru,Karnataka,South,240217,2023-08-27,Silver,Google Ads,Both,Active,868,641202,4
650,Omisha,Radhakrishnan,Female,1960-07-25,omisha.radhakrishnan924@gmail.com,03942985681,Bengaluru,Karnataka,South,084763,2024-06-20,Bronze,Google Ads,Store,Active,33,1085550,6
651,Mason,Dhaliwal,Male,1958-12-16,mason.dhaliwal693@gmail.com,+913086108981,Chennai,Tamil Nadu,South,064857,2023-10-30,Bronze,Google Ads,Store,Active,494,2391668,7
652,Gautami,Mody,Female,1982-01-19,gautami.mody533@gmail.com,+914462698142,Bengaluru,Karnataka,South,724079,2024-11-04,Silver,Email,Online,Active,578,294951,2
653,Chandran,Goswami,Male,1964-01-22,chandran.goswami601@gmail.com,+915790629352,Delhi,Delhi,North,288614,2023-11-12,Bronze,Email,Store,Inactive,253,2347889,3
654,Zarna,Bajwa,Female,1962-12-26,zarna.bajwa172@gmail.com,+911366790794,Bengaluru,Karnataka,South,004465,2024-03-11,Bronze,Email,Both,Active,479,1601481,6
655,David,Jhaveri,Male,1990-01-13,david.jhaveri173@gmail.com,2781357845,Lucknow,Uttar Pradesh,North,099302,2024-06-27,Bronze,App Install,Store,Active,472,678011,4
656,Chaaya,Lata,Female,1970-02-18,chaaya.lata933@gmail.com,8025899274,Lucknow,Uttar Pradesh,North,331768,2023-09-27,Bronze,Google Ads,Store,Active,204,1247307,1
657,Bachittar,Raj,Male,2001-03-13,bachittar.raj560@gmail.com,08643929578,Chennai,Tamil Nadu,South,322713,2026-05-20,Bronze,Referral,Store,Inactive,313,458927,7
658,Udyati,Shere,Female,2006-09-01,udyati.shere336@gmail.com,02130795827,Lucknow,Uttar Pradesh,North,539291,2025-08-01,Bronze,Organic Search,Online,Active,116,519871,7
659,Qasim,Rana,Male,1991-09-08,qasim.rana633@gmail.com,3309915272,Lucknow,Uttar Pradesh,North,400386,2024-07-04,Gold,Referral,Store,Active,5581,367546,6
660,Harrison,Grover,Male,1970-02-05,harrison.grover982@gmail.com,6292150959,Hyderabad,Telangana,South,598825,2023-09-07,Silver,Organic Search,Store,Active,549,318970,5
661,Dipta,Memon,Female,1966-01-28,dipta.memon658@gmail.com,09038603074,Pune,Maharashtra,West,375341,2025-04-21,Bronze,App Install,Store,Active,405,1063098,7
662,Theodore,Jaggi,Male,1985-09-25,theodore.jaggi128@gmail.com,07023143401,Bengaluru,Karnataka,South,431612,2021-09-18,Silver,Organic Search,Online,Active,1298,972135,7
663,Netra,Gokhale,Female,1971-11-26,netra.gokhale404@gmail.com,05400267602,Ahmedabad,Gujarat,West,490624,2026-07-17,Bronze,Referral,Online,Active,300,2082115,4
664,Indira,Prashad,Female,1993-02-02,indira.prashad299@gmail.com,05529611106,Lucknow,Uttar Pradesh,North,029951,2023-09-02,Bronze,Referral,Both,Active,409,2256456,5
665,Falan,Bedi,Male,2004-03-07,falan.bedi234@gmail.com,02049820288,Bengaluru,Karnataka,South,029965,2023-08-03,Silver,Email,Store,Active,517,1572854,4
666,Kavya,Sule,Female,1978-09-07,kavya.sule623@gmail.com,8499684260,Hyderabad,Telangana,South,054199,2023-06-24,Silver,Email,Both,Active,1325,261322,5
667,Arjun,Dugar,Male,2006-12-12,arjun.dugar165@gmail.com,+913055314417,Pune,Maharashtra,West,496414,2023-03-25,Silver,Google Ads,Both,Active,538,1455493,3
668,Lajita,Malhotra,Female,2008-06-01,lajita.malhotra774@gmail.com,+919212570080,Hyderabad,Telangana,South,889642,2023-10-18,Bronze,App Install,Online,Active,198,2177513,6
669,Deepa,Ramanathan,Female,1976-04-09,deepa.ramanathan911@gmail.com,04463888666,Chennai,Tamil Nadu,South,378756,2021-10-06,Bronze,Referral,Online,Active,161,338233,1
670,Joshua,Dhillon,Male,1995-07-21,joshua.dhillon313@gmail.com,+912521871865,Pune,Maharashtra,West,123164,2022-12-03,Gold,Email,Online,Inactive,4147,1024006,6
671,George,Mital,Male,1997-09-16,george.mital745@gmail.com,+919586939626,Hyderabad,Telangana,South,185202,2025-11-11,Silver,Referral,Online,Active,1822,1335939,5
672,Hredhaan,Prabhakar,Male,2000-12-06,hredhaan.prabhakar110@gmail.com,00026659551,Kolkata,West Bengal,East,726428,2022-01-15,Bronze,App Install,Store,Active,248,1600961,5
673,Hritik,Rau,Male,2000-10-26,hritik.rau479@gmail.com,+911467294289,Bengaluru,Karnataka,South,112807,2021-08-20,Bronze,Organic Search,Both,Active,433,1900499,4
674,Triya,Chopra,Female,1974-01-31,triya.chopra131@gmail.com,03100223659,Ahmedabad,Gujarat,West,653612,2021-08-26,Gold,Referral,Online,Active,3297,583571,3
675,Dominic,Modi,Male,1968-06-10,dominic.modi363@gmail.com,7013308811,Chennai,Tamil Nadu,South,584745,2022-02-27,Platinum,Meta Ads,Online,Active,11604,1020680,7
676,Fiyaz,More,Male,1965-03-27,fiyaz.more386@gmail.com,06130655394,Chennai,Tamil Nadu,South,520959,2021-10-19,Silver,Referral,Online,Inactive,1044,2456246,3
677,Falan,Balasubramanian,Male,2000-04-05,falan.balasubramanian882@gmail.com,+914366377977,Jaipur,Rajasthan,North,938090,2025-08-09,Bronze,App Install,Both,Active,60,1211907,6
678,Gaurav,Issac,Male,1979-08-10,gaurav.issac120@gmail.com,9235625091,Mumbai,Maharashtra,West,056914,2022-10-27,Gold,Email,Online,Active,2237,2292463,6
679,Gautam,Jain,Male,1979-10-07,gautam.jain143@gmail.com,+913889310954,Hyderabad,Telangana,South,248911,2025-08-02,Gold,Email,Both,Active,2110,483897,4
680,Frederick,Raval,Male,1969-01-18,frederick.raval880@gmail.com,0324042118,Pune,Maharashtra,West,974852,2026-02-19,Silver,Email,Online,Active,1722,886118,1
681,Teerth,Wali,Male,1991-03-18,teerth.wali154@gmail.com,0981877459,Jaipur,Rajasthan,North,955311,2023-02-08,Silver,App Install,Both,Active,1148,549601,7
682,Fiyaz,Nanda,Male,1981-07-26,fiyaz.nanda301@gmail.com,7687691009,Delhi,Delhi,North,560672,2025-11-22,Bronze,Email,Both,Active,442,2090483,4
683,Yashodhara,Patel,Female,1965-08-12,yashodhara.patel308@gmail.com,+916677017711,Ahmedabad,Gujarat,West,693385,2024-07-29,Bronze,Referral,Both,Active,57,1111359,6
684,Fitan,Prasad,Male,1987-06-09,fitan.prasad322@gmail.com,+915411230719,Mumbai,Maharashtra,West,666438,2023-01-22,Silver,Email,Both,Active,1036,202870,7
685,Girish,Sharaf,Male,1988-01-03,girish.sharaf729@gmail.com,+916975885877,Pune,Maharashtra,West,082380,2024-05-29,Bronze,Organic Search,Online,Inactive,410,606200,3
686,Azad,Choudhary,Male,1973-01-27,azad.choudhary615@gmail.com,1756035057,Mumbai,Maharashtra,West,495835,2025-06-01,Bronze,Email,Store,Active,84,968299,6
687,Kamya,Butala,Female,1984-03-28,kamya.butala915@gmail.com,05320078222,Mumbai,Maharashtra,West,374344,2026-01-08,Bronze,Organic Search,Online,Active,103,732422,4
688,Finn,Lanka,Male,1964-04-22,finn.lanka662@gmail.com,+916543789296,Delhi,Delhi,North,389282,2021-08-01,Bronze,Organic Search,Online,Active,14,354318,1
689,Mitali,Sha,Female,1976-03-30,mitali.sha964@gmail.com,+916145811153,Ahmedabad,Gujarat,West,475214,2025-12-24,Platinum,Referral,Online,Active,12145,1865601,1
690,Falguni,Datta,Female,1989-01-24,falguni.datta856@gmail.com,09902662682,Jaipur,Rajasthan,North,493716,2025-03-17,Gold,Email,Both,Active,3219,1408904,7
691,Peter,Chaudhry,Male,1980-10-08,peter.chaudhry861@gmail.com,+916775508247,Lucknow,Uttar Pradesh,North,425832,2022-05-29,Platinum,Google Ads,Store,Active,15795,1533878,2
692,Vaishnavi,Sura,Female,1962-01-03,vaishnavi.sura965@gmail.com,07101544361,Mumbai,Maharashtra,West,121495,2025-06-19,Bronze,Meta Ads,Store,Active,237,2304663,5
693,Zarna,Sanghvi,Female,1964-11-29,zarna.sanghvi743@gmail.com,07978213887,Bengaluru,Karnataka,South,212154,2024-05-04,Gold,Meta Ads,Online,Active,2680,2085056,4
694,Bimala,Singh,Female,1989-11-18,bimala.singh665@gmail.com,05741572985,Pune,Maharashtra,West,537618,2023-04-02,Platinum,Email,Store,Active,13700,1196394,7
695,Irya,Ganesan,Female,1961-06-21,irya.ganesan507@gmail.com,08184371792,Mumbai,Maharashtra,West,166667,2023-08-15,Bronze,Organic Search,Online,Active,98,1146459,1
696,Nitesh,Patla,Male,1965-11-04,nitesh.patla690@gmail.com,03703646232,Kolkata,West Bengal,East,776335,2021-12-02,Bronze,Google Ads,Store,Inactive,195,1999116,1
697,Gaurangi,Mani,Female,1980-02-09,gaurangi.mani176@gmail.com,+910290515672,Delhi,Delhi,North,985389,2023-11-29,Bronze,App Install,Both,Active,432,344533,7
698,Jeet,Sami,Male,1972-01-18,jeet.sami876@gmail.com,+913613325856,Mumbai,Maharashtra,West,683891,2025-01-07,Gold,Meta Ads,Both,Active,4196,1637299,2
699,Bachittar,Johal,Male,1986-02-18,bachittar.johal513@gmail.com,5516081141,Delhi,Delhi,North,738868,2025-05-28,Silver,Organic Search,Both,Active,558,1110660,2
700,Robert,Ghosh,Male,1971-05-16,robert.ghosh543@gmail.com,+911553825416,Delhi,Delhi,North,587831,2025-07-10,Bronze,Email,Store,Active,98,892285,1
701,Aryan,Pandya,Male,1968-03-05,aryan.pandya445@gmail.com,+913471191802,Jaipur,Rajasthan,North,643596,2025-05-03,Bronze,Google Ads,Online,Active,257,1858079,5
702,Osha,Batta,Female,1962-06-18,osha.batta658@gmail.com,05787200656,Pune,Maharashtra,West,553870,2021-08-13,Silver,Google Ads,Both,Active,1643,1619315,5
703,Rayaan,Borah,Male,1963-10-27,rayaan.borah980@gmail.com,+917159382470,Ahmedabad,Gujarat,West,600864,2023-07-18,Bronze,Referral,Both,Active,435,578693,2
704,Geetika,Ramaswamy,Female,1962-06-26,geetika.ramaswamy301@gmail.com,4212210962,Pune,Maharashtra,West,727398,2021-09-03,Bronze,Organic Search,Online,Active,375,434756,4
705,Bachittar,Chopra,Male,1997-09-26,bachittar.chopra183@gmail.com,9118553060,Kolkata,West Bengal,East,310374,2026-04-29,Silver,Google Ads,Online,Active,1504,1105085,7
706,Krish,Salvi,Male,1994-08-29,krish.salvi974@gmail.com,+911752344625,Kolkata,West Bengal,East,253035,2022-02-06,Bronze,Referral,Both,Active,459,1939130,3
707,Sarthak,Jhaveri,Male,1983-02-27,sarthak.jhaveri710@gmail.com,+912021935836,Bengaluru,Karnataka,South,071852,2022-02-12,Gold,Meta Ads,Store,Active,3934,1529563,1
708,Qasim,Pingle,Male,1989-06-28,qasim.pingle211@gmail.com,+910697180470,Lucknow,Uttar Pradesh,North,367788,2025-12-19,Bronze,Email,Store,Active,77,1774189,1
709,Agastya,Sidhu,Male,1992-12-02,agastya.sidhu401@gmail.com,5771507797,Kolkata,West Bengal,East,067334,2024-06-24,Bronze,Referral,Both,Active,191,1429499,6
710,Yashica,Gaba,Female,1999-01-16,yashica.gaba320@gmail.com,6415335553,Pune,Maharashtra,West,709241,2021-12-13,Bronze,Referral,Store,Active,190,2482758,4
711,Ganga,Kuruvilla,Female,1968-01-03,ganga.kuruvilla369@gmail.com,+913526167219,Kolkata,West Bengal,East,805432,2023-08-31,Gold,Google Ads,Both,Active,3985,1648016,1
712,Kashvi,Kakar,Female,2001-08-06,kashvi.kakar557@gmail.com,00540877151,Pune,Maharashtra,West,914359,2022-06-19,Platinum,Google Ads,Online,Active,14101,763713,3
713,Sanya,Sharaf,Female,1980-05-03,sanya.sharaf527@gmail.com,01810253179,Pune,Maharashtra,West,262476,2024-06-28,Bronze,App Install,Both,Active,382,798565,4
714,Ekantika,Narang,Female,1990-11-09,ekantika.narang945@gmail.com,05016559329,Delhi,Delhi,North,617461,2021-10-12,Bronze,Meta Ads,Store,Active,422,2212028,5
715,Anthony,Gala,Male,1967-09-18,anthony.gala511@gmail.com,01964744608,Mumbai,Maharashtra,West,571444,2025-03-11,Silver,Referral,Both,Active,1132,1429690,5
716,Manya,Chopra,Female,1964-03-04,manya.chopra310@gmail.com,05777398132,Delhi,Delhi,North,955816,2024-07-17,Gold,Google Ads,Store,Active,2309,444728,2
717,Ekapad,Padmanabhan,Male,1958-01-08,ekapad.padmanabhan314@gmail.com,01713509832,Delhi,Delhi,North,232812,2021-11-20,Bronze,Google Ads,Both,Active,298,1034056,4
718,Aradhana,Gole,Female,2004-06-24,aradhana.gole709@gmail.com,7078127846,Mumbai,Maharashtra,West,635362,2024-09-21,Gold,App Install,Store,Active,3314,1341622,6
719,Oni,Ravel,Female,2007-03-06,oni.ravel152@gmail.com,00617632747,Hyderabad,Telangana,South,697821,2021-09-18,Bronze,App Install,Online,Active,341,1506151,1
720,Ekbal,Jha,Male,1962-06-11,ekbal.jha599@gmail.com,8319423168,Jaipur,Rajasthan,North,181907,2025-07-23,Bronze,Google Ads,Both,Inactive,500,1173664,5
721,Warda,Mane,Female,1995-06-13,warda.mane151@gmail.com,07594683049,Ahmedabad,Gujarat,West,861469,2025-04-03,Silver,Referral,Online,Active,1816,664117,2
722,Ikbal,Pant,Male,1970-03-28,ikbal.pant694@gmail.com,7650516389,Pune,Maharashtra,West,453978,2024-09-05,Gold,Google Ads,Both,Active,5330,1993834,3
723,Dhriti,Mannan,Female,2002-02-27,dhriti.mannan332@gmail.com,0659024735,Delhi,Delhi,North,721242,2026-01-10,Gold,Referral,Both,Active,5429,1242163,4
724,Rudra,Chandra,Male,2005-11-03,rudra.chandra470@gmail.com,+914355826556,Jaipur,Rajasthan,North,842919,2025-07-31,Silver,Google Ads,Store,Active,1961,671345,1
725,Dhriti,Luthra,Female,2007-06-24,dhriti.luthra755@gmail.com,+919821470492,Hyderabad,Telangana,South,909283,2023-02-06,Bronze,Meta Ads,Store,Active,174,1266166,7
726,Luke,Bora,Male,1965-08-23,luke.bora936@gmail.com,02967672250,Bengaluru,Karnataka,South,844091,2026-01-16,Gold,Referral,Store,Inactive,4948,2297606,5
727,Qadim,Korpal,Male,2000-04-24,qadim.korpal596@gmail.com,06022731728,Kolkata,West Bengal,East,074619,2025-12-02,Silver,Referral,Online,Active,918,417857,4
728,Garima,Trivedi,Female,1968-02-01,garima.trivedi632@gmail.com,02162735023,Pune,Maharashtra,West,710020,2025-07-08,Bronze,Google Ads,Both,Active,10,1312453,6
729,Urvi,Salvi,Female,1962-07-16,urvi.salvi743@gmail.com,+917085433224,Pune,Maharashtra,West,064480,2026-05-11,Silver,Google Ads,Online,Active,1914,1615910,5
730,Chandani,Chaudry,Female,1963-07-20,chandani.chaudry675@gmail.com,09990244874,Bengaluru,Karnataka,South,056426,2023-05-12,Bronze,App Install,Online,Active,331,1244911,7
731,Ekaraj,Kapadia,Male,1956-08-10,ekaraj.kapadia953@gmail.com,01486143829,Ahmedabad,Gujarat,West,150095,2024-12-24,Bronze,App Install,Both,Active,428,2498590,4
732,Alka,Kakar,Female,2006-06-18,alka.kakar298@gmail.com,1810820045,Chennai,Tamil Nadu,South,769534,2026-07-02,Silver,Organic Search,Online,Active,838,1689181,3
733,Azaan,Khatri,Male,1984-01-01,azaan.khatri142@gmail.com,+913365931233,Hyderabad,Telangana,South,497837,2022-05-04,Bronze,Organic Search,Store,Inactive,136,960439,5
734,Aryan,Hans,Male,1961-10-24,aryan.hans694@gmail.com,+911911876186,Jaipur,Rajasthan,North,102326,2023-04-27,Silver,Email,Both,Active,1316,1833022,6
735,Lakshit,Bail,Male,1986-10-11,lakshit.bail718@gmail.com,8204002492,Delhi,Delhi,North,617950,2026-03-30,Silver,Referral,Both,Active,1868,406916,2
736,Dayamai,Nath,Female,1964-11-24,dayamai.nath583@gmail.com,8709542373,Chennai,Tamil Nadu,South,054599,2024-10-26,Silver,Email,Both,Active,1228,635351,4
737,Bhavani,Nanda,Female,1962-09-22,bhavani.nanda141@gmail.com,+914203473603,Ahmedabad,Gujarat,West,493234,2023-04-06,Bronze,Google Ads,Online,Active,171,259716,2
738,Chaitaly,Deshmukh,Female,1978-01-20,chaitaly.deshmukh700@gmail.com,+915981007374,Lucknow,Uttar Pradesh,North,611583,2025-05-01,Bronze,Meta Ads,Both,Active,420,1140453,5
739,Advay,Shan,Male,1975-05-25,advay.shan451@gmail.com,05619681570,Ahmedabad,Gujarat,West,819557,2022-05-02,Silver,Organic Search,Online,Active,666,2194360,7
740,Darsh,Gaba,Male,1960-08-26,darsh.gaba942@gmail.com,+912983290945,Kolkata,West Bengal,East,652006,2026-05-01,Silver,App Install,Store,Active,1513,1459070,5
741,Siya,Yogi,Female,1987-05-25,siya.yogi281@gmail.com,00136737374,Chennai,Tamil Nadu,South,179629,2023-05-21,Bronze,Referral,Both,Active,316,1585699,4
742,Rayaan,Brahmbhatt,Male,1968-10-21,rayaan.brahmbhatt464@gmail.com,09992327319,Bengaluru,Karnataka,South,973363,2023-10-09,Bronze,Referral,Store,Active,29,2492981,2
743,Chaman,Misra,Female,1969-03-24,chaman.misra337@gmail.com,+911619299240,Chennai,Tamil Nadu,South,975273,2024-05-30,Bronze,Meta Ads,Online,Active,127,1228206,5
744,Xalak,Purohit,Female,1971-04-28,xalak.purohit453@gmail.com,0882297241,Lucknow,Uttar Pradesh,North,044219,2025-08-29,Bronze,Organic Search,Both,Active,327,1270056,5
745,Aashi,Venkatesh,Female,2001-07-12,aashi.venkatesh671@gmail.com,+911963762065,Hyderabad,Telangana,South,435196,2023-09-18,Silver,Meta Ads,Store,Active,1894,2454308,6
746,Azad,Hari,Male,1994-07-10,azad.hari179@gmail.com,+913982518242,Ahmedabad,Gujarat,West,574100,2024-05-24,Silver,App Install,Online,Active,546,1790767,3
747,Eesha,Shroff,Female,1981-09-03,eesha.shroff471@gmail.com,8927090508,Jaipur,Rajasthan,North,422693,2021-09-20,Silver,Email,Online,Active,558,1757683,4
748,Dhriti,Apte,Female,1997-06-14,dhriti.apte642@gmail.com,6390759998,Hyderabad,Telangana,South,021258,2021-12-19,Bronze,Google Ads,Both,Active,6,1909557,7
749,Hemal,Nagy,Female,1976-06-01,hemal.nagy632@gmail.com,08343651861,Bengaluru,Karnataka,South,684865,2024-08-23,Silver,App Install,Store,Active,1459,391438,1
750,Ekapad,Devan,Male,1962-08-28,ekapad.devan140@gmail.com,9178077668,Delhi,Delhi,North,560153,2021-10-29,Bronze,App Install,Store,Active,70,722036,3
751,Jack,Wadhwa,Male,1983-07-31,jack.wadhwa888@gmail.com,04070762871,Pune,Maharashtra,West,684412,2024-12-24,Bronze,Organic Search,Both,Active,205,1334938,7
752,Ojas,Palla,Male,1999-11-17,ojas.palla626@gmail.com,09670296933,Bengaluru,Karnataka,South,697390,2022-01-06,Silver,Organic Search,Store,Active,711,1084823,3
753,Aashi,Chaudhuri,Female,1994-01-21,aashi.chaudhuri129@gmail.com,+919269472496,Bengaluru,Karnataka,South,272396,2023-08-11,Bronze,Meta Ads,Both,Active,198,1303742,4
754,Manthan,Barad,Male,1999-08-10,manthan.barad421@gmail.com,+919350682628,Pune,Maharashtra,West,354928,2022-11-05,Silver,Organic Search,Store,Active,786,2239567,5
755,Hemani,Mittal,Female,1974-11-05,hemani.mittal927@gmail.com,+919209605149,Delhi,Delhi,North,618750,2023-11-02,Bronze,Organic Search,Store,Active,377,1786050,6
756,Christopher,Sachdev,Male,1995-02-05,christopher.sachdev283@gmail.com,+910490372782,Lucknow,Uttar Pradesh,North,915964,2026-03-15,Bronze,Email,Both,Active,239,2290726,4
757,Anjali,Morar,Female,1997-01-03,anjali.morar986@gmail.com,+912892046726,Jaipur,Rajasthan,North,239377,2024-12-12,Bronze,Organic Search,Store,Active,163,2484095,7
758,Lavanya,Bhattacharyya,Female,1966-10-23,lavanya.bhattacharyya406@gmail.com,5362380886,Mumbai,Maharashtra,West,545480,2026-03-22,Gold,Email,Online,Active,5703,735639,3
759,Logan,Ramanathan,Male,1981-05-15,logan.ramanathan551@gmail.com,+919448330927,Mumbai,Maharashtra,West,545619,2024-03-09,Silver,Referral,Store,Active,681,954686,6
760,Urvashi,Khatri,Female,1968-10-20,urvashi.khatri188@gmail.com,+914632849324,Lucknow,Uttar Pradesh,North,187494,2022-07-07,Bronze,Google Ads,Store,Inactive,382,2466428,4
761,Aashi,Reddy,Female,1990-06-21,aashi.reddy454@gmail.com,3581738690,Bengaluru,Karnataka,South,978967,2026-06-26,Bronze,Referral,Both,Active,229,540749,6
762,Charita,Venkataraman,Female,1969-11-02,charita.venkataraman781@gmail.com,08179480036,Ahmedabad,Gujarat,West,268291,2023-09-05,Gold,App Install,Store,Active,5612,729551,1
763,Harini,Gade,Female,2002-05-08,harini.gade177@gmail.com,+914802451076,Pune,Maharashtra,West,607834,2022-08-28,Gold,Referral,Store,Active,4351,1269270,3
764,Yagnesh,Munshi,Male,1983-11-29,yagnesh.munshi991@gmail.com,03663623828,Hyderabad,Telangana,South,388616,2025-01-14,Bronze,Organic Search,Both,Active,473,882915,1
765,Advay,Jha,Male,1971-04-05,advay.jha982@gmail.com,+910208570993,Delhi,Delhi,North,973728,2022-12-16,Silver,Referral,Online,Active,1995,234236,4
766,Omya,Lalla,Female,1967-05-15,omya.lalla483@gmail.com,+918783922559,Pune,Maharashtra,West,327764,2024-08-22,Bronze,Meta Ads,Both,Active,65,1515046,6
